Name;Group;Item;Comment;Logged;Type;LogDB;MinRaw;MaxRaw;MinEu;MaxEu;OnMsged;OnMsg;offMsged;OffMsg;Val;AlarmMsg;AlarmLevel;AlarmCase;AlarmConst;DeadBaund;EU;RW
vv71_4_6;vv;ПС71 В4.6;ПС71 В4.6;false;11;0;0;1;0;1;true;ПС71 В4.6 Включен;true;ПС71 В4.6 Выключен;1;;0;0;0;0;0;3
vv71_3_6;vv;ПС71 В3.6;ПС71 В3.6;false;11;0;0;1;0;1;true;ПС71 В3.6 Включен;true;ПС71 В3.6 Выключен;1;;0;0;0;0;0;3
vv71_3_4;vv;ПС71 В3.4;ПС71 В3.4;false;11;0;0;1;0;1;true;ПС71 В3.4 Включен;true;ПС71 В3.4 Выключен;0;;0;0;0;0;0;3
vv71_1_3;vv;ПС71 В1.3;ПС71 В1.3;false;11;0;0;1;0;1;true;ПС71 В1.3 Включен;true;ПС71 В1.3 Выключен;1;;0;0;0;0;0;3
vv71_2_7;vv;ПС71 В2.7;ПС71 В2.7;false;11;0;0;1;0;1;true;ПС71 В2.7 Включен;true;ПС71 В2.7 Выключен;1;;0;0;0;0;0;3
vv71_4_3;vv;ПС71 В4.3;ПС71 В4.3;false;11;0;0;1;0;1;true;ПС71 В4.3 Включен;true;ПС71 В4.3 Выключен;0;;0;0;0;0;0;3
vv71_4_5;vv;ПС71 В4.5;ПС71 В4.5;false;11;0;0;1;0;1;true;ПС71 В4.5 Включен;true;ПС71 В4.5 Выключен;1;;0;0;0;0;0;3
vv71_3_7;vv;ПС71 В3.7;ПС71 В3.7;false;11;0;0;1;0;1;true;ПС71 В3.7 Включен;true;ПС71 В3.7 Выключен;1;;0;0;0;0;0;3
vv1_41gr;vv;ПС1 В41;ПС1 В41 Петрозаводск;false;11;0;0;1;0;1;true;ПС1 В41 Заземлен;true;ПС1 В41 Не заземлен;0;;0;0;0;0;0;3
vv1_42gr;vv;ПС1 В42;ПС1 В42 Петрозаводск;false;11;0;0;1;0;1;true;ПС1 В42 Заземлен;true;ПС1 В42 Не заземлен;0;;0;0;0;0;0;3
vv2_15gr;vv;ПС2П В15;ПС2П В15 п.Концезеро;false;11;0;0;1;0;1;true;ПС2П В15 Заземлен;true;ПС2П В15 Не заземлен;0;;0;0;0;0;0;3
vv2_20gr;vv;ПС2П В20;ПС2П В20 п.Концезеро;false;11;0;0;1;0;1;true;ПС2П В20 Заземлен;true;ПС2П В20 Не заземлен;0;;0;0;0;0;0;3
vv2_13gr;vv;ПС2П В13;ПС2П В13 п.Концезеро;false;11;0;0;1;0;1;true;ПС2П В13 Заземлен;true;ПС2П В13 Не заземлен;0;;0;0;0;0;0;3
vv5_17gr;vv;ПС5 В17;ПС5 В17 ст. Деревянко;false;11;0;0;1;0;1;true;ПС5 В17 Заземлен;true;ПС5 В17 Не заземлен;0;;0;0;0;0;0;3
vv5_27gr;vv;ПС5 В27;ПС5 В27 ст. Деревянко;false;11;0;0;1;0;1;true;ПС5 В27 Заземлен;true;ПС5 В27 Не заземлен;0;;0;0;0;0;0;3
vv5_28gr;vv;ПС5 В28;ПС5 В28 ст. Деревянко;false;11;0;0;1;0;1;true;ПС5 В28 Заземлен;true;ПС5 В28 Не заземлен;0;;0;0;0;0;0;3
vv5_19gr;vv;ПС5 В19;ПС5 В19 ст. Деревянко;false;11;0;0;1;0;1;true;ПС5 В19 Заземлен;true;ПС5 В19 Не заземлен;0;;0;0;0;0;0;3
vv5_2gr;vv;ПС5 В2;ПС5 В2 ст.Пай;false;11;0;0;1;0;1;true;ПС5 В2 Заземлен;true;ПС5 В2 Не заземлен;0;;0;0;0;0;0;3
vv5_5gr;vv;ПС5 В5;ПС5 В5 ст.Пай;false;11;0;0;1;0;1;true;ПС5 В5 Заземлен;true;ПС5 В5 Не заземлен;0;;0;0;0;0;0;3
vv18_3gr;vv;ПС18П В3;ПС18П В3 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В3 Заземлен;true;ПС18П В3 Не заземлен;0;;0;0;0;0;0;3
vv18_19gr;vv;ПС18П В19;ПС18П В19 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В19 Заземлен;true;ПС18П В19 Не заземлен;0;;0;0;0;0;0;3
vv18_8gr;vv;ПС18П В8;ПС18П В8 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В8 Заземлен;true;ПС18П В8 Не заземлен;0;;0;0;0;0;0;3
vv18_13gr;vv;ПС18П В13;ПС18П В13 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В13 Заземлен;true;ПС18П В13 Не заземлен;0;;0;0;0;0;0;3
vv18_12gr;vv;ПС18П В12;ПС18П В12 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В12 Заземлен;true;ПС18П В12 Не заземлен;0;;0;0;0;0;0;3
vv18_9gr;vv;ПС18П В9;ПС18П В9 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В9 Заземлен;true;ПС18П В9 Не заземлен;0;;0;0;0;0;0;3
vv18_2gr;vv;ПС18П В2;ПС18П В2 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В2 Заземлен;true;ПС18П В2 Не заземлен;0;;0;0;0;0;0;3
vv21_18gr;vv;ПС21 В18;ПС21 В18 Шуя;false;11;0;0;1;0;1;true;ПС21 В18 Заземлен;true;ПС21 В18 Не заземлен;0;;0;0;0;0;0;3
vv21_7gr;vv;ПС21 В7;ПС21 В7 Шуя;false;11;0;0;1;0;1;true;ПС21 В7 Заземлен;true;ПС21 В7 Не заземлен;0;;0;0;0;0;0;3
vv21_8gr;vv;ПС21 В8;ПС21 В8 Шуя;false;11;0;0;1;0;1;true;ПС21 В8 Заземлен;true;ПС21 В8 Не заземлен;0;;0;0;0;0;0;3
vv21_12gr;vv;ПС21 В12;ПС21 В12 Шуя;false;11;0;0;1;0;1;true;ПС21 В12 Заземлен;true;ПС21 В12 Не заземлен;0;;0;0;0;0;0;3
vv21_1gr;vv;ПС21 В1;ПС21 В1 Шуя;false;11;0;0;1;0;1;true;ПС21 В1 Заземлен;true;ПС21 В1 Не заземлен;0;;0;0;0;0;0;3
vv21_19gr;vv;ПС21 В19;ПС21 В19 Шуя;false;11;0;0;1;0;1;true;ПС21 В19 Заземлен;true;ПС21 В19 Не заземлен;0;;0;0;0;0;0;3
vv22_1gr;vv;ПС22П В1;ПС22П В1 д. Педасельга;false;11;0;0;1;0;1;true;ПС22П В1 Заземлен;true;ПС22П В1 Не заземлен;0;;0;0;0;0;0;3
vv22_13gr;vv;ПС22П В13;ПС22П В13 д. Педасельга;false;11;0;0;1;0;1;true;ПС22П В13 Заземлен;true;ПС22П В13 Не заземлен;0;;0;0;0;0;0;3
vv23_18gr;vv;ПС23 В18;ПС23 В18 Заозерье;false;11;0;0;1;0;1;true;ПС23 В18 Заземлен;true;ПС23 В18 Не заземлен;0;;0;0;0;0;0;3
vv23_15gr;vv;ПС23 В15;ПС23 В15 ???В5;false;11;0;0;1;0;1;true;ПС23 В15 Заземлен;true;ПС23 В15 Не заземлен;0;;0;0;0;0;0;3
vv23_16gr;vv;ПС23 В16;ПС23 В16 Заозерье;false;11;0;0;1;0;1;true;ПС23 В16 Заземлен;true;ПС23 В16 Не заземлен;0;;0;0;0;0;0;3
vv23_6gr;vv;ПС23 В6;ПС23 В6 Заозерье;false;11;0;0;1;0;1;true;ПС23 В6 Заземлен;true;ПС23 В6 Не заземлен;0;;0;0;0;0;0;3
vv38_1gr;vv;ПС38П В1;ПС38П В1 Лососиное;false;11;0;0;1;0;1;true;ПС38П В1 Заземлен;true;ПС38П В1 Не заземлен;0;;0;0;0;0;0;3
vv38_2gr;vv;ПС38П В2;ПС38П В2 Лососиное;false;11;0;0;1;0;1;true;ПС38П В2 Заземлен;true;ПС38П В2 Не заземлен;0;;0;0;0;0;0;3
vv46_19gr;vv;ПС46П В19;ПС46П В19 п. Птицефабрика;false;11;0;0;1;0;1;true;ПС46П В19 Заземлен;true;ПС46П В19 Не заземлен;0;;0;0;0;0;0;3
vv46_20gr;vv;ПС46П В20;ПС46П В20 п. Птицефабрика;false;11;0;0;1;0;1;true;ПС46П В20 Заземлен;true;ПС46П В20 Не заземлен;0;;0;0;0;0;0;3
vv48_12gr;vv;ПС48П В12;ПС48П В12 Южная промзона;false;11;0;0;1;0;1;true;ПС48П В12 Заземлен;true;ПС48П В12 Не заземлен;0;;0;0;0;0;0;3
vv48_7gr;vv;ПС48П В7;ПС48П В7 Южная промзона;false;11;0;0;1;0;1;true;ПС48П В7 Заземлен;true;ПС48П В7 Не заземлен;0;;0;0;0;0;0;3
vv52_5gr;vv;ПС52п В5;ПС52п В5 Мелиоративный;false;11;0;0;1;0;1;true;ПС52п В5 Заземлен;true;ПС52п В5 Не заземлен;0;;0;0;0;0;0;3
vv52_13gr;vv;ПС52п В13;ПС52п В13 Мелиоративный;false;11;0;0;1;0;1;true;ПС52п В13 Заземлен;true;ПС52п В13 Не заземлен;0;;0;0;0;0;0;3
vv52_2gr;vv;ПС52п В2;ПС52п В2 Мелиоративный;false;11;0;0;1;0;1;true;ПС52п В2 Заземлен;true;ПС52п В2 Не заземлен;0;;0;0;0;0;0;3
vv52_12gr;vv;ПС52п В12;ПС52п В12 Мелиоративный;false;11;0;0;1;0;1;true;ПС52п В12 Заземлен;true;ПС52п В12 Не заземлен;0;;0;0;0;0;0;3
vv78_2gr;vv;ПС78 В2;ПС78 В2 г.Медвежегорск;false;11;0;0;1;0;1;true;ПС78 В2 Заземлен;true;ПС78 В2 Не заземлен;0;;0;0;0;0;0;3
vv82_3gr;vv;ПС82 В3;ПС82 В3 Ладва-Ветка (ЭЧ 9);false;11;0;0;1;0;1;true;ПС82 В3 Заземлен;true;ПС82 В3 Не заземлен;0;;0;0;0;0;0;3
vv82_4gr;vv;ПС82 В4;ПС82 В4 Ладва-Ветка (ЭЧ 9);false;11;0;0;1;0;1;true;ПС82 В4 Заземлен;true;ПС82 В4 Не заземлен;0;;0;0;0;0;0;3
vv82_11gr;vv;ПС82 В11;ПС82 В11 Ладва-Ветка (ЭЧ 9);false;11;0;0;1;0;1;true;ПС82 В11 Заземлен;true;ПС82 В11 Не заземлен;0;;0;0;0;0;0;3
vv82_10gr;vv;ПС82 В10;ПС82 В10 Ладва-Ветка (ЭЧ 9);false;11;0;0;1;0;1;true;ПС82 В10 Заземлен;true;ПС82 В10 Не заземлен;0;;0;0;0;0;0;3
vv71_4_6gr;vv;ПС71 В4.6;ПС71 В4.6;false;11;0;0;1;0;1;true;ПС71 В4.6 Заземлен;true;ПС71 В4.6 Не заземлен;0;;0;0;0;0;0;3
vv71_3_6gr;vv;ПС71 В3.6;ПС71 В3.6;false;11;0;0;1;0;1;true;ПС71 В3.6 Заземлен;true;ПС71 В3.6 Не заземлен;0;;0;0;0;0;0;3
vv71_3_4gr;vv;ПС71 В3.4;ПС71 В3.4;false;11;0;0;1;0;1;true;ПС71 В3.4 Заземлен;true;ПС71 В3.4 Не заземлен;0;;0;0;0;0;0;3
vv71_1_3gr;vv;ПС71 В1.3;ПС71 В1.3;false;11;0;0;1;0;1;true;ПС71 В1.3 Заземлен;true;ПС71 В1.3 Не заземлен;0;;0;0;0;0;0;3
vv71_2_7gr;vv;ПС71 В2.7;ПС71 В2.7;false;11;0;0;1;0;1;true;ПС71 В2.7 Заземлен;true;ПС71 В2.7 Не заземлен;0;;0;0;0;0;0;3
vv71_4_3gr;vv;ПС71 В4.3;ПС71 В4.3;false;11;0;0;1;0;1;true;ПС71 В4.3 Заземлен;true;ПС71 В4.3 Не заземлен;0;;0;0;0;0;0;3
vv71_4_5gr;vv;ПС71 В4.5;ПС71 В4.5;false;11;0;0;1;0;1;true;ПС71 В4.5 Заземлен;true;ПС71 В4.5 Не заземлен;0;;0;0;0;0;0;3
vv71_3_7gr;vv;ПС71 В3.7;ПС71 В3.7;false;11;0;0;1;0;1;true;ПС71 В3.7 Заземлен;true;ПС71 В3.7 Не заземлен;0;;0;0;0;0;0;3
vv1_41sh;vv;ПС1 В41;ПС1 В41 Петрозаводск;false;11;0;0;1;0;1;true;ПС1 В41 Зашунтирован;true;ПС1 В41 Не зашунтирован;0;;0;0;0;0;0;3
vv1_42sh;vv;ПС1 В42;ПС1 В42 Петрозаводск;false;11;0;0;1;0;1;true;ПС1 В42 Зашунтирован;true;ПС1 В42 Не зашунтирован;0;;0;0;0;0;0;3
vv2_15sh;vv;ПС2П В15;ПС2П В15 п.Концезеро;false;11;0;0;1;0;1;true;ПС2П В15 Зашунтирован;true;ПС2П В15 Не зашунтирован;0;;0;0;0;0;0;3
vv2_20sh;vv;ПС2П В20;ПС2П В20 п.Концезеро;false;11;0;0;1;0;1;true;ПС2П В20 Зашунтирован;true;ПС2П В20 Не зашунтирован;0;;0;0;0;0;0;3
vv2_13sh;vv;ПС2П В13;ПС2П В13 п.Концезеро;false;11;0;0;1;0;1;true;ПС2П В13 Зашунтирован;true;ПС2П В13 Не зашунтирован;0;;0;0;0;0;0;3
vv5_17sh;vv;ПС5 В17;ПС5 В17 ст. Деревянко;false;11;0;0;1;0;1;true;ПС5 В17 Зашунтирован;true;ПС5 В17 Не зашунтирован;0;;0;0;0;0;0;3
vv5_27sh;vv;ПС5 В27;ПС5 В27 ст. Деревянко;false;11;0;0;1;0;1;true;ПС5 В27 Зашунтирован;true;ПС5 В27 Не зашунтирован;0;;0;0;0;0;0;3
vv5_28sh;vv;ПС5 В28;ПС5 В28 ст. Деревянко;false;11;0;0;1;0;1;true;ПС5 В28 Зашунтирован;true;ПС5 В28 Не зашунтирован;0;;0;0;0;0;0;3
vv5_19sh;vv;ПС5 В19;ПС5 В19 ст. Деревянко;false;11;0;0;1;0;1;true;ПС5 В19 Зашунтирован;true;ПС5 В19 Не зашунтирован;0;;0;0;0;0;0;3
vv5_2sh;vv;ПС5 В2;ПС5 В2 ст.Пай;false;11;0;0;1;0;1;true;ПС5 В2 Зашунтирован;true;ПС5 В2 Не зашунтирован;0;;0;0;0;0;0;3
vv5_5sh;vv;ПС5 В5;ПС5 В5 ст.Пай;false;11;0;0;1;0;1;true;ПС5 В5 Зашунтирован;true;ПС5 В5 Не зашунтирован;0;;0;0;0;0;0;3
vv18_3sh;vv;ПС18П В3;ПС18П В3 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В3 Зашунтирован;true;ПС18П В3 Не зашунтирован;0;;0;0;0;0;0;3
vv18_19sh;vv;ПС18П В19;ПС18П В19 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В19 Зашунтирован;true;ПС18П В19 Не зашунтирован;0;;0;0;0;0;0;3
vv18_8sh;vv;ПС18П В8;ПС18П В8 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В8 Зашунтирован;true;ПС18П В8 Не зашунтирован;0;;0;0;0;0;0;3
vv18_13sh;vv;ПС18П В13;ПС18П В13 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В13 Зашунтирован;true;ПС18П В13 Не зашунтирован;0;;0;0;0;0;0;3
vv18_12sh;vv;ПС18П В12;ПС18П В12 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В12 Зашунтирован;true;ПС18П В12 Не зашунтирован;0;;0;0;0;0;0;3
vv18_9sh;vv;ПС18П В9;ПС18П В9 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В9 Зашунтирован;true;ПС18П В9 Не зашунтирован;0;;0;0;0;0;0;3
vv18_2sh;vv;ПС18П В2;ПС18П В2 г-н Бесовец;false;11;0;0;1;0;1;true;ПС18П В2 Зашунтирован;true;ПС18П В2 Не зашунтирован;0;;0;0;0;0;0;3
vv21_18sh;vv;ПС21 В18;ПС21 В18 Шуя;false;11;0;0;1;0;1;true;ПС21 В18 Зашунтирован;true;ПС21 В18 Не зашунтирован;0;;0;0;0;0;0;3
vv21_7sh;vv;ПС21 В7;ПС21 В7 Шуя;false;11;0;0;1;0;1;true;ПС21 В7 Зашунтирован;true;ПС21 В7 Не зашунтирован;0;;0;0;0;0;0;3
vv21_8sh;vv;ПС21 В8;ПС21 В8 Шуя;false;11;0;0;1;0;1;true;ПС21 В8 Зашунтирован;true;ПС21 В8 Не зашунтирован;0;;0;0;0;0;0;3
vv21_12sh;vv;ПС21 В12;ПС21 В12 Шуя;false;11;0;0;1;0;1;true;ПС21 В12 Зашунтирован;true;ПС21 В12 Не зашунтирован;0;;0;0;0;0;0;3
vv21_1sh;vv;ПС21 В1;ПС21 В1 Шуя;false;11;0;0;1;0;1;true;ПС21 В1 Зашунтирован;true;ПС21 В1 Не зашунтирован;0;;0;0;0;0;0;3
vv21_19sh;vv;ПС21 В19;ПС21 В19 Шуя;false;11;0;0;1;0;1;true;ПС21 В19 Зашунтирован;true;ПС21 В19 Не зашунтирован;0;;0;0;0;0;0;3
vv22_1sh;vv;ПС22П В1;ПС22П В1 д. Педасельга;false;11;0;0;1;0;1;true;ПС22П В1 Зашунтирован;true;ПС22П В1 Не зашунтирован;0;;0;0;0;0;0;3
vv22_13sh;vv;ПС22П В13;ПС22П В13 д. Педасельга;false;11;0;0;1;0;1;true;ПС22П В13 Зашунтирован;true;ПС22П В13 Не зашунтирован;0;;0;0;0;0;0;3
vv23_18sh;vv;ПС23 В18;ПС23 В18 Заозерье;false;11;0;0;1;0;1;true;ПС23 В18 Зашунтирован;true;ПС23 В18 Не зашунтирован;0;;0;0;0;0;0;3
vv23_15sh;vv;ПС23 В15;ПС23 В15 ???В5;false;11;0;0;1;0;1;true;ПС23 В15 Зашунтирован;true;ПС23 В15 Не зашунтирован;0;;0;0;0;0;0;3
vv23_16sh;vv;ПС23 В16;ПС23 В16 Заозерье;false;11;0;0;1;0;1;true;ПС23 В16 Зашунтирован;true;ПС23 В16 Не зашунтирован;0;;0;0;0;0;0;3
vv23_6sh;vv;ПС23 В6;ПС23 В6 Заозерье;false;11;0;0;1;0;1;true;ПС23 В6 Зашунтирован;true;ПС23 В6 Не зашунтирован;0;;0;0;0;0;0;3
vv38_1sh;vv;ПС38П В1;ПС38П В1 Лососиное;false;11;0;0;1;0;1;true;ПС38П В1 Зашунтирован;true;ПС38П В1 Не зашунтирован;0;;0;0;0;0;0;3
vv38_2sh;vv;ПС38П В2;ПС38П В2 Лососиное;false;11;0;0;1;0;1;true;ПС38П В2 Зашунтирован;true;ПС38П В2 Не зашунтирован;0;;0;0;0;0;0;3
vv46_19sh;vv;ПС46П В19;ПС46П В19 п. Птицефабрика;false;11;0;0;1;0;1;true;ПС46П В19 Зашунтирован;true;ПС46П В19 Не зашунтирован;0;;0;0;0;0;0;3
